Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1713964937.528078,815804,0,1
2,Payment,1713964938.343896,194958,0,1
4,Delivery,1713964938.538865,1391494,0,1
2,Payment,1713964939.930371,162891,0,1
1,NewOrder,1713964940.093273,670763,0,1
2,Payment,1713964940.764047,178768,0,1
1,NewOrder,1713964940.942826,942274,0,1
2,Payment,1713964941.885110,166012,0,1
1,NewOrder,1713964942.051133,829455,0,1
1,NewOrder,1713964942.880599,777581,0,1
4,Delivery,1713964943.658191,1398461,0,1
1,NewOrder,1713964945.056663,503679,0,1
2,Payment,1713964945.560353,164042,0,1
1,NewOrder,1713964945.724406,827914,0,1
1,NewOrder,1713964946.552331,453463,0,1
2,Payment,1713964947.005806,162755,0,1
4,Delivery,1713964947.168571,1374743,0,1
2,Payment,1713964948.543325,161961,0,1
2,Payment,1713964948.705297,161692,0,1
3,OrderStatus,1713964948.867001,89879,0,1
1,NewOrder,1713964948.956890,609321,0,1
5,StockLevel,1713964949.566222,138883,0,1
2,Payment,1713964949.705116,162061,0,1
1,NewOrder,1713964949.867188,860098,0,1
2,Payment,1713964950.727297,162299,0,1
1,NewOrder,1713964950.889607,612589,0,1
1,NewOrder,1713964951.502208,452378,0,1
2,Payment,1713964951.954597,175696,0,1
2,Payment,1713964952.130304,172747,0,1
2,Payment,1713964952.303062,177178,0,1
2,Payment,1713964952.480250,162523,0,1
1,NewOrder,1713964952.642785,615345,0,1
2,Payment,1713964953.258141,218319,0,1
2,Payment,1713964953.476471,164196,0,1
2,Payment,1713964953.640678,162928,0,1
1,NewOrder,1713964953.803616,559948,0,1
2,Payment,1713964954.363575,163098,0,1
1,NewOrder,1713964954.526685,390634,0,1
2,Payment,1713964954.917329,163560,0,1
1,NewOrder,1713964955.080901,1019074,0,1
1,NewOrder,1713964956.099986,733536,0,1
1,NewOrder,1713964956.833533,948811,0,1
2,Payment,1713964957.782354,170020,0,1
2,Payment,1713964957.952385,179527,0,1
1,NewOrder,1713964958.131924,797801,0,1
1,NewOrder,1713964958.929736,517700,0,1
2,Payment,1713964959.447447,174984,0,1
2,Payment,1713964959.622442,163180,0,1
1,NewOrder,1713964959.785634,614258,0,1
2,Payment,1713964960.399905,201990,0,1
1,NewOrder,1713964960.601908,836391,0,1
1,NewOrder,1713964961.438310,782285,0,1
2,Payment,1713964962.220608,162513,0,1
1,NewOrder,1713964962.383134,471038,0,1
1,NewOrder,1713964962.854184,570200,0,1
1,NewOrder,1713964963.424397,497476,0,1
1,NewOrder,1713964963.921885,993562,0,1
2,Payment,1713964964.915460,208827,0,1
1,NewOrder,1713964965.124299,974176,0,1
1,NewOrder,1713964966.098487,728749,0,1
4,Delivery,1713964966.827248,1395678,0,1
1,NewOrder,1713964968.222958,1013716,0,1
1,NewOrder,1713964969.236687,611482,0,1
1,NewOrder,1713964969.848182,675798,0,1
1,NewOrder,1713964970.523993,866225,0,1
2,Payment,1713964971.390231,178876,0,1
1,NewOrder,1713964971.569119,823821,0,1
1,NewOrder,1713964972.392953,600781,0,1
1,NewOrder,1713964972.993747,1088892,0,1
1,NewOrder,1713964974.082652,551964,0,1
5,StockLevel,1713964974.634655,161786,0,1
1,NewOrder,1713964974.796453,1112330,0,1
2,Payment,1713964975.908795,214796,0,1
1,NewOrder,1713964976.123604,1046427,0,1
2,Payment,1713964977.170044,172444,0,1
1,NewOrder,1713964977.342500,516933,0,1
2,Payment,1713964977.859446,204796,0,1
2,Payment,1713964978.064254,171521,0,1
2,Payment,1713964978.235787,170320,0,1
2,Payment,1713964978.406120,190862,0,1
2,Payment,1713964978.596994,189127,0,1
2,Payment,1713964978.786133,210305,0,1
1,NewOrder,1713964978.996451,522283,0,1
2,Payment,1713964979.518747,165557,0,1
2,Payment,1713964979.684316,194296,0,1
2,Payment,1713964979.878624,179715,0,1
2,Payment,1713964980.058352,179100,0,1
2,Payment,1713964980.237464,206059,0,1
3,OrderStatus,1713964980.443535,77320,0,1
2,Payment,1713964980.520868,177280,0,1
2,Payment,1713964980.698161,176458,0,1
2,Payment,1713964980.874631,175838,0,1
1,NewOrder,1713964981.050483,835150,0,1
2,Payment,1713964981.885645,172923,0,1
1,NewOrder,1713964982.058581,858541,0,1
2,Payment,1713964982.917138,175533,0,1
2,Payment,1713964983.092687,163321,0,1
2,Payment,1713964983.256023,179879,0,1
1,NewOrder,1713964983.435918,468546,0,1
1,NewOrder,1713964983.904480,782156,0,1
1,NewOrder,1713964984.686651,907786,0,1
1,NewOrder,1713964985.594453,990371,0,1
4,Delivery,1713964986.584839,1397679,0,1
2,Payment,1713964987.982534,200233,0,1
1,NewOrder,1713964988.182783,717101,0,1
1,NewOrder,1713964988.899896,640346,0,1
4,Delivery,1713964989.540254,1384374,0,1
1,NewOrder,1713964990.924641,1018444,0,1
1,NewOrder,1713964991.943097,1025943,0,1
1,NewOrder,1713964992.969052,747993,0,1
1,NewOrder,1713964993.717058,808639,0,1
1,NewOrder,1713964994.525710,632938,0,1
2,Payment,1713964995.158768,177333,0,1
2,Payment,1713964995.336114,174228,0,1
3,OrderStatus,1713964995.510355,87102,0,1
2,Payment,1713964995.597483,165962,0,1
2,Payment,1713964995.763458,204215,0,1
2,Payment,1713964995.967685,168348,0,1
1,NewOrder,1713964996.136045,1010724,0,1
